client_id,client_account,revenue_in_millions
11068,ICICI Bank,1000
11069,Deloitte,396
11070,HDFC Bank,793
11071,Tata Steel,676
11072,Nestle,539
11073,Cognizant,825
11074,Accenture,1081
11075,Accenture,538
11076,Wipro,193
11077,Infosys,805
11078,Tata Steel,714
11079,Infosys,1021
11080,HDFC Bank,1038
11081,Infosys,657
11082,Microsoft,999
11083,Accenture,122
11084,Flipkart,701
11085,Tata Steel,491
11086,Amazon,836
11087,Wipro,974
11088,Infosys,214
11089,Accenture,160
11090,Flipkart,662
11091,Flipkart,1005
11092,Accenture,589
11093,Flipkart,599
11094,HDFC Bank,105
11095,Tata Steel,1018
11096,Flipkart,985
11097,Accenture,1005
11098,ICICI Bank,921
11099,Tata Steel,692
11100,Google,144
11101,Nestle,290
11102,Cognizant,833
11103,Apollo Hospitals,98
11104,ICICI Bank,529
11105,Microsoft,1061
11106,ICICI Bank,104
11107,Google,882
11108,Accenture,1001
11109,Deloitte,557
11110,Amazon,102
11111,HDFC Bank,1010
11112,Infosys,682
11113,Google,1014
11114,Cognizant,543
11115,Amazon,778
11116,Nestle,1024
11117,Google,388
11118,Google,51
11119,Flipkart,545
11120,Flipkart,164
11121,Wipro,797
11122,Google,903
11123,Nestle,967
11124,Google,787
11125,ICICI Bank,808
11126,Flipkart,807
11127,Flipkart,757
11128,Accenture,601
11129,Wipro,949
11130,Microsoft,475
11131,Apollo Hospitals,847
11132,Flipkart,687
11133,ICICI Bank,551
11134,Reliance,814
11135,Amazon,80
11136,Wipro,460
11137,Wipro,247
11138,Microsoft,411
11139,Infosys,615
11140,Deloitte,536
11141,HDFC Bank,994
11142,HDFC Bank,108
11143,Cognizant,347
11144,HDFC Bank,1021
11145,Microsoft,716
11146,Google,841
11147,ICICI Bank,797
11148,Tata Steel,856
11149,Accenture,879
11150,Apollo Hospitals,690
11151,Infosys,756
11152,Nestle,663
11153,Microsoft,900
11154,Deloitte,250
11155,Tata Steel,892
11156,Microsoft,322
11157,Flipkart,620
11158,Amazon,1058
11159,Reliance,743
11160,Nestle,758
11161,Nestle,644
11162,Reliance,731
11163,Google,739
11164,Amazon,76
11165,Infosys,865
11166,ICICI Bank,869
11167,Tata Steel,75
11168,Apollo Hospitals,430
11169,Apollo Hospitals,728
11170,Google,855
11171,Cognizant,848
11172,Infosys,207
11173,Microsoft,642
11174,Infosys,1000
11175,Infosys,705
11176,Reliance,638
11177,Accenture,583
11178,Accenture,641
11179,Infosys,529
11180,Infosys,804
11181,Infosys,642
11182,Apollo Hospitals,857
11183,Flipkart,431
11184,Nestle,699
11185,Amazon,895
11186,HDFC Bank,154
11187,Nestle,849
11188,Cognizant,96
11189,Deloitte,810
11190,Cognizant,628
11191,Microsoft,992
11192,Reliance,631
11193,Apollo Hospitals,273
11194,Microsoft,977
11195,ICICI Bank,764
11196,ICICI Bank,991
11197,Apollo Hospitals,497
11198,Wipro,629
11199,Wipro,714
11200,Accenture,1011
11201,ICICI Bank,98
11202,Cognizant,494
11203,Nestle,479
11204,Deloitte,828
11205,Deloitte,761
11206,Nestle,578
11207,Nestle,969
11208,Apollo Hospitals,335
11209,Wipro,777
11210,HDFC Bank,989
11211,Reliance,801
11212,ICICI Bank,819
11213,Wipro,1036
11214,Infosys,702
11215,Apollo Hospitals,212
11216,ICICI Bank,908
11217,Nestle,722
11218,Nestle,867
11219,Cognizant,481
11220,Reliance,849
11221,Amazon,78
11222,Google,895
11223,Apollo Hospitals,199
11224,Google,654
11225,Cognizant,901
11226,HDFC Bank,662
11227,Google,766
11228,Accenture,112
11229,Reliance,667
11230,Flipkart,881
11231,Google,1006
11232,Apollo Hospitals,799
11233,Microsoft,908
11234,Infosys,128
11235,Amazon,616
11236,Wipro,506
11237,Cognizant,1038
11238,Flipkart,602
11239,Nestle,513
11240,Accenture,770
11241,ICICI Bank,926
11242,Amazon,72
11243,Cognizant,946
11244,Accenture,774
11245,Amazon,285
11246,Cognizant,835
11247,Microsoft,481
11248,Infosys,89
11249,Flipkart,907
11250,Amazon,835
11251,Infosys,894
11252,Infosys,619
11253,Amazon,673
11254,Reliance,771
11255,HDFC Bank,948
11256,Amazon,87
11257,Apollo Hospitals,755
11258,Microsoft,636
11259,Flipkart,619
11260,Deloitte,986
11261,Microsoft,746
11262,Accenture,343
11263,Deloitte,928
11264,Amazon,783
11265,ICICI Bank,772
11266,Amazon,163
11267,Cognizant,810
11268,Reliance,800
11269,ICICI Bank,935
11270,Reliance,997
11271,Reliance,891
11272,HDFC Bank,45
11273,Infosys,676
11274,Flipkart,754
11275,Nestle,808
11276,Infosys,315
11277,Wipro,265
11278,Nestle,611
11279,Infosys,986
11280,Flipkart,110
11281,Google,784
11282,HDFC Bank,766
11283,Apollo Hospitals,120
11284,Cognizant,719
11285,Google,793
11286,Reliance,699
11287,Accenture,626
11288,Microsoft,984
11289,Flipkart,680
11290,Reliance,165
11291,Flipkart,298
11292,HDFC Bank,925
11293,Nestle,748
11294,Google,780
11295,Google,735
11296,Infosys,563
11297,HDFC Bank,107
11298,Accenture,736
11299,Accenture,698
11300,Flipkart,276
11301,Amazon,522
11302,Microsoft,546
11303,Reliance,347
11304,Cognizant,1008
11305,Cognizant,764
11306,Nestle,197
11307,Tata Steel,151
11308,Deloitte,562
11309,Tata Steel,452
11310,Amazon,961
11311,Infosys,516
11312,Apollo Hospitals,946
11313,Microsoft,148
11314,Infosys,1065
11315,Google,96
11316,Infosys,651
11317,Apollo Hospitals,814
11318,ICICI Bank,591
11319,HDFC Bank,498
11320,Google,477
11321,Accenture,691
11322,Apollo Hospitals,538
11323,Flipkart,914
11324,Reliance,104
11325,Wipro,909
11326,Cognizant,884
11327,Amazon,926
11328,Cognizant,83
11329,Accenture,542
11330,HDFC Bank,685
11331,Tata Steel,746
11332,Flipkart,127
11333,Google,315
11334,Amazon,809
11335,Microsoft,199
11336,Deloitte,111
11337,Amazon,867
11338,Accenture,134
11339,Wipro,782
11340,Apollo Hospitals,612
11341,Wipro,918
11342,Apollo Hospitals,640
11343,HDFC Bank,824
11344,Deloitte,70
11345,Flipkart,316
11346,Tata Steel,858
11347,Wipro,876
11348,Reliance,494
11349,Nestle,752
11350,Deloitte,684
11351,Flipkart,1009
11352,Apollo Hospitals,1083
11353,Accenture,159
11354,Amazon,147
11355,Nestle,870
11356,Reliance,146
11357,Amazon,88
11358,Tata Steel,456
11359,ICICI Bank,950
11360,Reliance,654
11361,Nestle,769
11362,Microsoft,63
11363,HDFC Bank,103
11364,Wipro,84
11365,Accenture,651
11366,Microsoft,620
11367,ICICI Bank,577
11368,Amazon,1047
11369,Deloitte,95
11370,Apollo Hospitals,708
11371,Amazon,697
11372,ICICI Bank,967
11373,Apollo Hospitals,466
11374,Nestle,157
11375,Infosys,610
11376,Wipro,306
11377,Infosys,987
11378,Flipkart,689
11379,Apollo Hospitals,838
11380,Wipro,716
11381,Tata Steel,136
11382,Apollo Hospitals,765
11383,Infosys,898
11384,HDFC Bank,125
11385,Cognizant,758
11386,Reliance,614
11387,Nestle,141
11388,Infosys,472
11389,Amazon,641
11390,Tata Steel,977
11391,HDFC Bank,769
11392,Tata Steel,1059
11393,Deloitte,582
11394,ICICI Bank,182
11395,Infosys,685
11396,Amazon,417
11397,Wipro,266
11398,Tata Steel,902
11399,Cognizant,342
11400,Reliance,880
11401,Infosys,594
11402,Nestle,269
11403,Reliance,969
11404,Deloitte,892
11405,Apollo Hospitals,1036
11406,HDFC Bank,165
11407,Amazon,802
11408,Apollo Hospitals,1015
11409,Infosys,144
11410,Tata Steel,957
11411,Cognizant,66
11412,Nestle,622
11413,Reliance,896
11414,Tata Steel,609
11415,Accenture,805
11416,HDFC Bank,859
11417,Accenture,117
11418,Google,158
11419,Reliance,901
11420,Nestle,370
11421,Nestle,593
11422,HDFC Bank,645
11423,Infosys,51
11424,Google,838
11425,Accenture,878
11426,Amazon,849
11427,Wipro,60
11428,ICICI Bank,126
11429,Wipro,662
11430,Accenture,834
11431,Accenture,705
11432,Wipro,843
11433,Wipro,109
11434,Google,333
11435,Apollo Hospitals,130
11436,Deloitte,919
11437,Flipkart,97
11438,Wipro,938
11439,ICICI Bank,670
11440,Apollo Hospitals,695
11441,Infosys,874
11442,Accenture,234
11443,Cognizant,94
11444,Wipro,769
11445,Infosys,345
11446,Reliance,714
11447,Deloitte,614
11448,Flipkart,452
11449,Nestle,88
11450,Wipro,661
11451,Reliance,773
11452,Nestle,805
11453,Deloitte,730
11454,Accenture,360
11455,ICICI Bank,820
11456,Deloitte,904
11457,HDFC Bank,101
11458,Cognizant,678
11459,Flipkart,467
11460,Apollo Hospitals,359
11461,Cognizant,853
11462,Infosys,350
11463,Cognizant,840
11464,Deloitte,883
11465,Reliance,742
11466,Apollo Hospitals,892
11467,Reliance,115
11468,Deloitte,621
11469,Nestle,381
11470,Apollo Hospitals,463
11471,ICICI Bank,582
11472,HDFC Bank,731
11473,Microsoft,105
11474,Reliance,772
11475,Cognizant,67
11476,Amazon,962
11477,Nestle,806
11478,Infosys,800
11479,Apollo Hospitals,185
11480,Apollo Hospitals,998
11481,Nestle,398
11482,Tata Steel,597
11483,Accenture,905
11484,Amazon,93
11485,Infosys,153
11486,Deloitte,744
11487,Reliance,858
11488,Infosys,964
11489,Nestle,782
11490,Infosys,806
11491,Google,674
11492,Cognizant,709
11493,Amazon,991
11494,Reliance,934
11495,Apollo Hospitals,581
11496,Wipro,296
11497,Infosys,385
11498,Tata Steel,992
11499,Microsoft,662
11500,Reliance,920
11501,Tata Steel,715
11502,Nestle,746
11503,Deloitte,534
11504,Deloitte,625
11505,Google,843
11506,Accenture,1016
11507,Infosys,826
11508,Cognizant,839
11509,Nestle,595
11510,Infosys,731
11511,Amazon,753
11512,ICICI Bank,48
11513,Microsoft,925
11514,Flipkart,451
11515,Microsoft,462
11516,Accenture,739
11517,HDFC Bank,524
11518,HDFC Bank,402
11519,HDFC Bank,77
11520,ICICI Bank,927
11521,Reliance,809
11522,Apollo Hospitals,166
11523,Flipkart,717
11524,HDFC Bank,300
11525,Accenture,845
11526,Flipkart,153
11527,Reliance,830
11528,Apollo Hospitals,756
11529,Deloitte,495
11530,Cognizant,1019
11531,Reliance,83
11532,Microsoft,741
11533,Cognizant,983
11534,Microsoft,477
11535,Google,135
11536,Deloitte,683
11537,Nestle,723
11538,Google,694
11539,Deloitte,862
11540,Cognizant,627
11541,Microsoft,294
11542,HDFC Bank,748
11543,Reliance,884
11544,Reliance,200
11545,Google,942
11546,Google,545
11547,Microsoft,875
11548,Accenture,332
11549,Wipro,779
11550,Flipkart,959
11551,Tata Steel,838
11552,Accenture,807
11553,Apollo Hospitals,84
11554,Accenture,505
11555,HDFC Bank,707
11556,Flipkart,774
11557,Google,424
11558,Amazon,91
11559,Nestle,817
11560,Reliance,1046
11561,Flipkart,147
11562,Nestle,724
11563,Google,520
11564,Flipkart,854
11565,Apollo Hospitals,710
11566,Deloitte,595
11567,HDFC Bank,122
11568,Wipro,603
11569,Amazon,606
11570,Tata Steel,1026
11571,Nestle,448
11572,Flipkart,850
11573,HDFC Bank,689
11574,ICICI Bank,955
11575,Accenture,757
11576,Apollo Hospitals,913
11577,Flipkart,532
11578,HDFC Bank,729
11579,Apollo Hospitals,642
11580,Google,166
11581,Infosys,346
11582,HDFC Bank,700
11583,Wipro,147
11584,Deloitte,547
11585,Apollo Hospitals,510
11586,Nestle,811
11587,ICICI Bank,204
11588,Microsoft,892
11589,Infosys,761
11590,Accenture,46
11591,Wipro,1012
11592,Nestle,1025
11593,ICICI Bank,852
11594,Tata Steel,708
11595,Accenture,758
11596,Google,392
11597,Apollo Hospitals,471
11598,Amazon,856
11599,Microsoft,1046
11600,Amazon,100
11601,Wipro,270
11602,Tata Steel,924
11603,Nestle,741
11604,Cognizant,736
11605,Flipkart,166
11606,Deloitte,793
11607,Microsoft,579
11608,Google,638
11609,ICICI Bank,304
11610,Nestle,738
11611,Apollo Hospitals,1016
11612,Microsoft,396
11613,Reliance,1014
11614,Cognizant,335
11615,ICICI Bank,790
11616,Reliance,561
11617,Accenture,283
11618,Deloitte,93
11619,Cognizant,477
11620,Infosys,950
11621,Accenture,913
11622,Wipro,886
11623,Tata Steel,549
11624,Infosys,633
11625,Tata Steel,828
11626,Amazon,632
11627,HDFC Bank,711
11628,Cognizant,506
11629,Flipkart,906
11630,Microsoft,487
11631,Tata Steel,765
11632,Accenture,1070
11633,Wipro,630
11634,Wipro,794
11635,Apollo Hospitals,994
11636,Infosys,165
11637,Deloitte,732
11638,Reliance,1070
11639,Wipro,770
11640,Deloitte,1034
11641,Accenture,1043
11642,ICICI Bank,311
11643,HDFC Bank,544
11644,Accenture,95
11645,ICICI Bank,949
11646,Reliance,84
11647,ICICI Bank,352
11648,Infosys,821
11649,HDFC Bank,81
11650,Deloitte,130
11651,HDFC Bank,70
11652,ICICI Bank,91
11653,Google,927
11654,Flipkart,664
11655,Microsoft,959
11656,Apollo Hospitals,787
11657,Wipro,579
11658,ICICI Bank,756
11659,Cognizant,913
11660,Google,961
11661,Flipkart,560
11662,Infosys,46
11663,Accenture,628
11664,Amazon,838
11665,Accenture,263
11666,Flipkart,129
11667,Infosys,876
11668,Cognizant,591
11669,ICICI Bank,793
11670,Wipro,634
11671,Apollo Hospitals,131
11672,HDFC Bank,381
11673,Cognizant,753
11674,HDFC Bank,320
11675,Google,681
11676,Deloitte,60
11677,Tata Steel,775
11678,Amazon,886
11679,Microsoft,954
11680,Tata Steel,77
11681,ICICI Bank,560
11682,ICICI Bank,782
11683,Apollo Hospitals,862
11684,Deloitte,127
11685,Flipkart,760
11686,Flipkart,428
11687,Microsoft,397
11688,Cognizant,956
11689,Amazon,692
11690,Apollo Hospitals,493
11691,Accenture,1050
11692,Amazon,728
11693,Cognizant,773
11694,Flipkart,891
11695,Accenture,530
11696,Deloitte,290
11697,Wipro,789
11698,Apollo Hospitals,773
11699,Nestle,670
11700,Google,246
11701,HDFC Bank,720
11702,Tata Steel,750
11703,Microsoft,930
11704,Tata Steel,918
11705,Google,159
11706,Nestle,718
11707,Cognizant,808
11708,Cognizant,618
11709,Accenture,658
11710,Accenture,1078
11711,Google,268
11712,Google,307
11713,Tata Steel,706
11714,Tata Steel,306
11715,Google,875
11716,Apollo Hospitals,681
11717,Reliance,634
11718,Deloitte,544
11719,Nestle,607
11720,Cognizant,782
11721,Tata Steel,367
11722,Flipkart,89
11723,HDFC Bank,343
11724,Microsoft,117
11725,Accenture,605
11726,Accenture,960
11727,Nestle,279
11728,Accenture,69
11729,Accenture,1000
11730,Apollo Hospitals,87
11731,Nestle,366
11732,Cognizant,895
11733,Amazon,569
11734,Deloitte,431
11735,Infosys,885
11736,ICICI Bank,844
11737,Deloitte,77
11738,Flipkart,174
11739,Wipro,1045
11740,Cognizant,862
11741,Reliance,897
11742,Deloitte,743
11743,Wipro,842
11744,HDFC Bank,984
11745,Amazon,892
11746,Infosys,436
11747,Apollo Hospitals,894
11748,Amazon,584
11749,Wipro,766
11750,Cognizant,880
11751,Nestle,377
11752,Amazon,146
11753,ICICI Bank,724
11754,Google,789
11755,Cognizant,717
11756,Flipkart,1042
11757,Wipro,958
11758,Reliance,697
11759,Deloitte,770
11760,Microsoft,643
11761,Reliance,812
11762,Amazon,108
11763,Microsoft,698
11764,Tata Steel,556
11765,Wipro,806
11766,Cognizant,437
11767,Apollo Hospitals,665
11768,Amazon,69
11769,ICICI Bank,684
11770,Flipkart,659
11771,Reliance,519
11772,Reliance,605
11773,Cognizant,749
11774,Microsoft,917
11775,Infosys,508
11776,Deloitte,151
11777,Nestle,311
11778,Cognizant,235
11779,Nestle,1083
11780,Reliance,1022
11781,HDFC Bank,641
11782,Tata Steel,1040
11783,Amazon,924
11784,Flipkart,661
11785,Amazon,720
11786,Flipkart,961
11787,Flipkart,995
11788,Flipkart,489
11789,Accenture,99
11790,Cognizant,705
11791,ICICI Bank,580
11792,Reliance,551
11793,Nestle,333
11794,Tata Steel,626
11795,Apollo Hospitals,805
11796,Microsoft,572
11797,Tata Steel,693
11798,Accenture,118
11799,Flipkart,843
11800,HDFC Bank,857
11801,Microsoft,776
11802,Reliance,909
11803,ICICI Bank,682
11804,Reliance,950
11805,Cognizant,907
11806,ICICI Bank,1040
11807,Wipro,820
11808,Deloitte,867
11809,Reliance,668
11810,Nestle,44
11811,Cognizant,685
11812,Nestle,828
11813,Accenture,810
11814,Cognizant,486
11815,Amazon,742
11816,Google,628
11817,Infosys,890
11818,Deloitte,662
11819,Microsoft,755
11820,Reliance,883
11821,Wipro,734
11822,Nestle,823
11823,Microsoft,865
11824,Amazon,871
11825,Tata Steel,763
11826,Amazon,534
11827,ICICI Bank,994
11828,Accenture,949
11829,HDFC Bank,786
11830,Cognizant,879
11831,Amazon,752
11832,Flipkart,947
11833,Amazon,1009
11834,ICICI Bank,262
11835,Infosys,45
11836,Deloitte,888
11837,Infosys,828
11838,HDFC Bank,684
11839,Amazon,884
11840,Deloitte,279
11841,Google,935
11842,Flipkart,730
11843,Tata Steel,84
11844,Tata Steel,842
11845,ICICI Bank,601
11846,Reliance,702
11847,Amazon,824
11848,Tata Steel,531
11849,Infosys,1030
11850,Nestle,904
11851,Microsoft,993
11852,Microsoft,679
11853,Nestle,451
11854,Tata Steel,817
11855,ICICI Bank,739
11856,Infosys,1018
11857,Reliance,797
11858,Infosys,647
11859,Tata Steel,385
11860,Reliance,448
11861,Infosys,623
11862,Nestle,704
11863,Infosys,829
11864,Amazon,711
11865,Apollo Hospitals,871
11866,Tata Steel,913
11867,Wipro,1076
11868,ICICI Bank,750
11869,Wipro,846
11870,Nestle,50
11871,Infosys,803
11872,Nestle,83
11873,Deloitte,1037
11874,Apollo Hospitals,819
11875,Apollo Hospitals,281
11876,Deloitte,212
11877,Microsoft,980
11878,Tata Steel,863
11879,Flipkart,622
11880,Cognizant,441
11881,Nestle,127
11882,Google,99
11883,Accenture,1028
11884,Google,718
11885,Nestle,709
11886,Google,1038
11887,Google,283
11888,Deloitte,1014
11889,Microsoft,821
11890,Wipro,125
11891,Wipro,72
11892,Nestle,797
11893,ICICI Bank,1062
11894,Google,295
11895,Microsoft,87
11896,Wipro,1018
11897,Infosys,728
11898,Cognizant,156
11899,Flipkart,647
11900,ICICI Bank,566
11901,Wipro,411
11902,Tata Steel,646
11903,ICICI Bank,306
11904,Deloitte,908
11905,Flipkart,1096
11906,ICICI Bank,507
11907,Apollo Hospitals,66
11908,Tata Steel,184
11909,Cognizant,51
11910,Reliance,113
11911,Infosys,159
11912,Wipro,502
11913,Reliance,466
11914,Tata Steel,969
11915,ICICI Bank,763
11916,Flipkart,986
11917,Nestle,684
11918,Flipkart,226
11919,HDFC Bank,806
11920,Infosys,772
11921,Microsoft,780
11922,Microsoft,140
11923,Microsoft,650
11924,Flipkart,863
11925,Flipkart,66
11926,Microsoft,765
11927,Tata Steel,493
11928,HDFC Bank,1083
11929,Flipkart,593
11930,Microsoft,353
11931,Cognizant,953
11932,Nestle,76
11933,Wipro,955
11934,Microsoft,649
11935,Apollo Hospitals,363
11936,Accenture,932
11937,Wipro,817
11938,Cognizant,490
11939,ICICI Bank,177
11940,Microsoft,964
11941,HDFC Bank,546
11942,Wipro,80
11943,Accenture,289
11944,Deloitte,991
11945,HDFC Bank,889
11946,ICICI Bank,803
11947,ICICI Bank,804
11948,Google,776
11949,Google,518
11950,Flipkart,733
11951,Microsoft,784
11952,ICICI Bank,961
11953,ICICI Bank,769
11954,Deloitte,681
11955,HDFC Bank,792
11956,Reliance,727
11957,Microsoft,963
11958,HDFC Bank,618
11959,Apollo Hospitals,610
11960,Reliance,881
11961,Accenture,832
11962,Deloitte,693
11963,Tata Steel,906
11964,Deloitte,1029
11965,Deloitte,313
11966,Reliance,892
11967,Cognizant,516
11968,Accenture,850
11969,Microsoft,248
11970,Apollo Hospitals,609
11971,HDFC Bank,940
11972,Cognizant,107
11973,Infosys,624
11974,Flipkart,755
11975,Apollo Hospitals,750
11976,Microsoft,1004
11977,Amazon,1000
11978,ICICI Bank,1003
11979,Nestle,743
11980,Infosys,701
11981,Infosys,592
11982,Reliance,159
11983,Accenture,73
11984,Accenture,357
11985,Infosys,142
11986,HDFC Bank,704
11987,Infosys,755
11988,Flipkart,64
11989,Wipro,480
11990,HDFC Bank,1024
11991,Cognizant,74
11992,Nestle,96
11993,Google,634
11994,Flipkart,912
11995,Deloitte,350
11996,Amazon,650
11997,Nestle,887
11998,Amazon,745
11999,HDFC Bank,963
12000,Flipkart,1051
12001,Microsoft,570
12002,Deloitte,924
12003,Amazon,933
12004,Deloitte,673
12005,Accenture,127
12006,Amazon,941
12007,Tata Steel,515
12008,Apollo Hospitals,482
12009,Cognizant,766
12010,Google,1053
12011,Amazon,220
12012,Amazon,62
12013,Accenture,484
12014,Cognizant,947
12015,Google,321
12016,HDFC Bank,1039
12017,Nestle,84
12018,Tata Steel,468
12019,HDFC Bank,742
12020,Accenture,956
12021,ICICI Bank,117
12022,Cognizant,777
12023,Reliance,757
12024,Reliance,994
12025,Amazon,315
12026,Tata Steel,548
12027,Cognizant,656
12028,Flipkart,921
12029,ICICI Bank,1005
12030,Reliance,817
12031,Cognizant,65
12032,Wipro,793
12033,Flipkart,234
12034,Wipro,361
12035,Nestle,861
12036,Google,858
12037,ICICI Bank,768
12038,Apollo Hospitals,116
12039,Cognizant,190
12040,Wipro,954
12041,Amazon,1035
12042,Tata Steel,785
12043,Flipkart,783
12044,Tata Steel,768
12045,Amazon,145
12046,Deloitte,353
12047,Apollo Hospitals,939
12048,Apollo Hospitals,587
12049,Amazon,447
12050,Cognizant,805
12051,Nestle,72
12052,Nestle,883
12053,Microsoft,1022
12054,HDFC Bank,63
12055,Microsoft,587
12056,Nestle,149
12057,Deloitte,443
12058,Apollo Hospitals,739
12059,Tata Steel,780
12060,Google,999
12061,Amazon,495
12062,Accenture,828
12063,Accenture,741
12064,Infosys,1027
12065,Tata Steel,124
12066,Reliance,778
12067,Nestle,889
12068,Amazon,725
12069,Wipro,737
12070,Microsoft,272
12071,Amazon,948
12072,Infosys,603
12073,Accenture,820
12074,Microsoft,864
12075,Cognizant,852
12076,Flipkart,679
12077,Microsoft,1100
12078,Deloitte,877
12079,ICICI Bank,730
12080,Amazon,174
12081,Nestle,1017
12082,Microsoft,553
12083,Reliance,76
12084,Google,1020
12085,Cognizant,1032
12086,Cognizant,393
12087,Microsoft,795
12088,Tata Steel,107
12089,Amazon,937
12090,Cognizant,843
12091,HDFC Bank,871
12092,ICICI Bank,634
12093,Infosys,975
12094,Tata Steel,877
12095,Tata Steel,114
12096,Apollo Hospitals,618
12097,Reliance,199
12098,Accenture,1039
12099,Amazon,530
12100,Wipro,1055
12101,Apollo Hospitals,1022
12102,Microsoft,762
12103,Wipro,844
12104,HDFC Bank,997
12105,ICICI Bank,286
12106,Amazon,582
12107,Deloitte,807
12108,Google,962
12109,Accenture,990
12110,Infosys,640
12111,ICICI Bank,847
12112,Tata Steel,634
12113,Amazon,536
12114,Google,704
12115,Amazon,889
12116,Microsoft,1028
12117,Deloitte,752
12118,Apollo Hospitals,1059
12119,Deloitte,776
12120,Reliance,487
12121,Amazon,319
12122,Apollo Hospitals,608
12123,Amazon,746
12124,Wipro,913
12125,Cognizant,1055
12126,Accenture,898
12127,HDFC Bank,358
12128,Deloitte,931
12129,Flipkart,1033
12130,Nestle,999
12131,Microsoft,672
12132,Tata Steel,274
12133,Apollo Hospitals,81
12134,Cognizant,638
12135,Infosys,888
12136,Infosys,855
12137,Accenture,597
12138,Nestle,568
12139,Accenture,752
12140,Deloitte,890
12141,Infosys,698
12142,HDFC Bank,1023
12143,Microsoft,100
12144,ICICI Bank,721
12145,Nestle,116
12146,Google,959
12147,Amazon,987
12148,Reliance,277
12149,Google,84
12150,Flipkart,778
12151,Microsoft,760
12152,Tata Steel,358
12153,Accenture,1003
12154,Google,582
12155,Tata Steel,1004
12156,Reliance,945
12157,Amazon,876
12158,Accenture,1048
12159,Nestle,845
12160,Cognizant,899
12161,Flipkart,975
12162,ICICI Bank,1065
12163,Microsoft,814
12164,Wipro,869
12165,Microsoft,94
12166,Microsoft,502
12167,Apollo Hospitals,307
12168,Nestle,835
12169,Microsoft,820
12170,HDFC Bank,120
12171,Google,791
12172,Reliance,629
12173,ICICI Bank,894
12174,Tata Steel,89
12175,Amazon,780
12176,Google,770
12177,HDFC Bank,190
12178,Nestle,570
12179,Accenture,42
12180,Apollo Hospitals,890
12181,Flipkart,40
12182,Amazon,990
12183,Deloitte,195
12184,Wipro,947
12185,Microsoft,792
12186,Wipro,781
12187,Nestle,1043
12188,Amazon,826
12189,Amazon,911
12190,HDFC Bank,687
12191,Amazon,1027
12192,Microsoft,962
12193,Infosys,966
12194,Nestle,721
12195,Google,669
12196,Deloitte,99
12197,Infosys,1089
12198,Microsoft,612
12199,Wipro,967
12200,HDFC Bank,951
12201,Amazon,484
12202,Google,1099
12203,Apollo Hospitals,674
12204,Microsoft,1071
12205,Wipro,719
12206,Deloitte,801
12207,Amazon,79
12208,Deloitte,759
12209,Infosys,604
12210,ICICI Bank,986
12211,Microsoft,881
12212,Infosys,1032
12213,Nestle,345
12214,Apollo Hospitals,713
12215,Microsoft,215
12216,Amazon,75
12217,Tata Steel,861
12218,Wipro,823
12219,Nestle,897
12220,Wipro,807
12221,Accenture,992
12222,Cognizant,208
12223,Google,131
12224,ICICI Bank,896
12225,Apollo Hospitals,511
12226,Flipkart,941
12227,Cognizant,1033
12228,Cognizant,971
12229,Apollo Hospitals,112
12230,Reliance,903
12231,Microsoft,929
12232,Nestle,212
12233,Cognizant,856
12234,Amazon,190
12235,Apollo Hospitals,975
12236,ICICI Bank,785
12237,Infosys,856
12238,HDFC Bank,149
12239,Tata Steel,587
12240,Cognizant,858
12241,Google,919
12242,Wipro,641
12243,Cognizant,659
12244,Microsoft,1010
12245,Flipkart,720
12246,Google,585
12247,Google,1026
12248,Tata Steel,966
12249,ICICI Bank,338
12250,Apollo Hospitals,676
12251,ICICI Bank,1063
12252,Microsoft,997
12253,Tata Steel,813
12254,Cognizant,669
12255,ICICI Bank,146
12256,Reliance,930
12257,Apollo Hospitals,839
12258,Cognizant,502
12259,Reliance,867
12260,Nestle,800
12261,Nestle,48
12262,Infosys,824
12263,Microsoft,890
12264,ICICI Bank,137
12265,Amazon,741
12266,Reliance,685
12267,Cognizant,1064
12268,Flipkart,994
12269,Flipkart,168
12270,Google,610
12271,Amazon,1078
12272,Tata Steel,115
12273,Microsoft,1033
12274,Wipro,959
12275,Nestle,91
12276,Infosys,135
12277,Microsoft,519
12278,Amazon,922
12279,Flipkart,1007
12280,Deloitte,512
12281,Google,1018
12282,Google,814
12283,ICICI Bank,129
12284,Accenture,549
12285,Deloitte,719
12286,Accenture,50
12287,Apollo Hospitals,961
12288,Nestle,892
12289,Tata Steel,88
12290,Infosys,897
12291,Tata Steel,716
12292,Reliance,661
12293,Accenture,873
12294,Tata Steel,121
12295,Flipkart,61
12296,ICICI Bank,693
12297,Microsoft,40
12298,ICICI Bank,783
12299,Microsoft,525
12300,Infosys,202
12301,Accenture,483
12302,ICICI Bank,742
12303,ICICI Bank,565
12304,Infosys,661
12305,HDFC Bank,831
12306,Flipkart,845
12307,Microsoft,43
12308,HDFC Bank,104
12309,Infosys,631
12310,Flipkart,884
12311,Wipro,979
12312,Apollo Hospitals,1070
12313,Accenture,115
12314,Deloitte,847
12315,Tata Steel,823
12316,Amazon,830
12317,Infosys,555
12318,HDFC Bank,808
12319,Nestle,1001
12320,Accenture,911
12321,Wipro,657
12322,Accenture,204
12323,Microsoft,486
12324,ICICI Bank,968
12325,Wipro,873
12326,Google,956
12327,Infosys,851
12328,Google,906
12329,Amazon,787
12330,Wipro,771
12331,Tata Steel,1067
